Water Control Zone,River,Dates,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Water Temperature (°C)
Southern,Mui Wo River,3/7/2005,114,9.5,6.8,4.5,21
Southern,Mui Wo River,4/15/2005,92,6.9,7.8,2.4,21.1
Southern,Mui Wo River,5/12/2005,80,5.9,7.5,3,25.7
Southern,Mui Wo River,6/13/2005,89,6.6,7.6,5.3,27.4
Southern,Mui Wo River,7/13/2005,106,7.8,7.1,6.6,30.8
Southern,Mui Wo River,8/17/2005,88,7,6.9,17.7,26.5
Southern,Mui Wo River,9/28/2005,94,7,6.8,14.5,29.7
Southern,Mui Wo River,10/20/2005,111,8.3,7.6,3.2,26.7
Southern,Mui Wo River,11/11/2005,120,8.4,7.2,9.8,30.1
Southern,Mui Wo River,12/6/2005,110,9.4,7.1,7.2,16.8
Southern,Mui Wo River,1/19/2005,78,7.4,7.2,1.4,18
Southern,Mui Wo River,2/21/2005,94,9.7,6.9,2.1,12.1
Southern,Mui Wo River,3/7/2005,101,9.2,7,7.5,19.3
Southern,Mui Wo River,4/15/2005,69,6.1,7,6.6,21
Southern,Mui Wo River,5/12/2005,80,6,7.1,3.3,26.1
Southern,Mui Wo River,6/13/2005,81,6.5,6.8,12.4,26.9
Southern,Mui Wo River,7/13/2005,86,6.6,6.9,8.9,29.1
Southern,Mui Wo River,8/17/2005,91,7.4,6.9,21.4,25.9
Southern,Mui Wo River,9/28/2005,101,7.7,7,13.1,29.7
Southern,Mui Wo River,10/20/2005,110,8.5,7.2,4.2,28.1
Southern,Mui Wo River,11/11/2005,111,8.6,7.5,5.1,28.8
Southern,Mui Wo River,12/6/2005,105,10.3,6.9,3.4,14.9
Port Shelter,Ho Chung River,1/27/2005,85,7.3,7.2,1.3,18.7
Port Shelter,Ho Chung River,2/24/2005,95,8.5,7.2,1.7,18.5
Port Shelter,Ho Chung River,3/16/2005,90,7.9,7.5,1.4,16.9
Port Shelter,Ho Chung River,4/22/2005,104,7.5,7.6,1.8,26.5
Port Shelter,Ho Chung River,5/23/2005,90,6.8,7.1,4.6,27.3
Port Shelter,Ho Chung River,6/29/2005,99,8,7.3,1.9,26
Port Shelter,Ho Chung River,7/18/2005,111,8,7.4,0.9,31
Port Shelter,Ho Chung River,8/25/2005,99,8.1,7.2,3.5,25.7
Port Shelter,Ho Chung River,9/15/2005,104,7.3,7.3,1.8,30.9
Port Shelter,Ho Chung River,10/21/2005,104,8.3,7.4,2.8,26.4
Port Shelter,Ho Chung River,11/7/2005,124,9.5,7.3,7.7,28.3
Port Shelter,Ho Chung River,12/3/2005,95,7.6,7.3,2.5,23.5
Port Shelter,Ho Chung River,1/27/2005,92,8.5,7.7,1.4,19
Port Shelter,Ho Chung River,2/24/2005,92,8.7,7.4,1,18
Port Shelter,Ho Chung River,3/16/2005,95,9.1,7.6,0.4,17.6
Port Shelter,Ho Chung River,4/22/2005,97,8.1,7.5,2.6,24.5
Port Shelter,Ho Chung River,5/23/2005,102,8.3,7.4,8.8,25.9
Port Shelter,Ho Chung River,6/29/2005,98,8.1,7.6,2.4,25.2
Port Shelter,Ho Chung River,7/18/2005,106,8.3,7.6,2.6,28.1
Port Shelter,Ho Chung River,8/25/2005,100,8.2,7.2,3.6,25.4
Port Shelter,Ho Chung River,9/15/2005,104,8.2,7.3,2.3,27.6
Port Shelter,Ho Chung River,10/21/2005,104,8.6,7.6,2.6,24.9
Port Shelter,Ho Chung River,11/7/2005,106,8.7,7.5,1.8,25.5
Port Shelter,Ho Chung River,12/3/2005,97,8.5,7.6,2.3,22.1
Port Shelter,Sha Kok Mei Stream,1/27/2005,80,7.5,7.4,0.7,18.2
Port Shelter,Sha Kok Mei Stream,2/24/2005,62,6,7.2,2.3,17.5
Port Shelter,Sha Kok Mei Stream,3/16/2005,56,5.5,7.1,7,16.8
Port Shelter,Sha Kok Mei Stream,4/22/2005,88,7.2,7.2,0.1,25.4
Port Shelter,Sha Kok Mei Stream,5/23/2005,97,7.8,7.4,9.2,26.5
Port Shelter,Sha Kok Mei Stream,6/29/2005,95,7.6,7.5,3.1,26.6
Port Shelter,Sha Kok Mei Stream,7/18/2005,112,8.4,7.9,1.7,30.3
Port Shelter,Sha Kok Mei Stream,8/25/2005,105,8.5,7.4,36.1,26.1
Port Shelter,Sha Kok Mei Stream,9/15/2005,107,8.3,7.6,3,29
Port Shelter,Sha Kok Mei Stream,10/21/2005,102,8.3,7.6,1.9,25.9
Port Shelter,Sha Kok Mei Stream,11/7/2005,104,8.4,7.3,3.3,26.2
Port Shelter,Sha Kok Mei Stream,12/3/2005,84,7.3,7.3,3.3,22.4
Port Shelter,Sha Kok Mei Stream,1/27/2005,84,7.9,7.4,2.7,18.3
Port Shelter,Sha Kok Mei Stream,2/24/2005,88,8.4,7.5,3.1,17.6
Port Shelter,Sha Kok Mei Stream,3/16/2005,80,7.7,7.3,6.8,17.1
Port Shelter,Sha Kok Mei Stream,4/22/2005,87,7.2,7.2,9.6,25.1
Port Shelter,Sha Kok Mei Stream,5/23/2005,101,8.3,7.4,9,25.7
Port Shelter,Sha Kok Mei Stream,6/29/2005,98,7.9,7.4,4.1,26.4
Port Shelter,Sha Kok Mei Stream,7/18/2005,109,8.3,7.8,8.9,29.4
Port Shelter,Sha Kok Mei Stream,8/25/2005,99,8.1,7.2,23.7,25.9
Port Shelter,Sha Kok Mei Stream,9/15/2005,109,8.4,7.4,2.5,28.8
Port Shelter,Sha Kok Mei Stream,10/21/2005,103,8.5,7.5,9.8,25.4
Port Shelter,Sha Kok Mei Stream,11/7/2005,108,8.9,7.3,3.9,25.7
Port Shelter,Sha Kok Mei Stream,12/3/2005,97,8.5,7.2,3,21.9
Port Shelter,Tai Chung Hau Stream,1/27/2005,101,9.4,7.5,0.5,18.4
Port Shelter,Tai Chung Hau Stream,2/24/2005,99,9.3,7.5,1.1,18.2
Port Shelter,Tai Chung Hau Stream,3/16/2005,94,8.9,7.3,0.5,17.2
Port Shelter,Tai Chung Hau Stream,4/22/2005,111,9.2,7.8,1.3,24.8
Port Shelter,Tai Chung Hau Stream,5/23/2005,101,8.2,7.6,4,26.3
Port Shelter,Tai Chung Hau Stream,6/29/2005,97,7.9,7.5,2.8,26
Port Shelter,Tai Chung Hau Stream,7/18/2005,110,8.4,7.8,1.6,29.2
Port Shelter,Tai Chung Hau Stream,8/25/2005,105,8.6,7.3,6,25.8
Port Shelter,Tai Chung Hau Stream,9/15/2005,107,8.2,7.5,1.8,29.1
Port Shelter,Tai Chung Hau Stream,10/21/2005,107,8.6,7.6,1.9,26.1
Port Shelter,Tai Chung Hau Stream,11/7/2005,113,9.1,7.6,2.1,26.4
Port Shelter,Tai Chung Hau Stream,12/3/2005,105,9,7.6,1.2,22.8
Port Shelter,Tai Chung Hau Stream,1/27/2005,80,7.5,7.5,0.1,18.3
Port Shelter,Tai Chung Hau Stream,2/24/2005,84,8,7.3,0.4,17.8
Port Shelter,Tai Chung Hau Stream,3/16/2005,85,8.2,7.4,0.1,17.2
Port Shelter,Tai Chung Hau Stream,4/22/2005,85,7.2,7.2,0.7,23.4
Port Shelter,Tai Chung Hau Stream,5/23/2005,95,7.7,7.5,4,25.9
Port Shelter,Tai Chung Hau Stream,6/29/2005,94,7.6,7.3,2.6,26
Port Shelter,Tai Chung Hau Stream,7/18/2005,111,8.6,7.5,1,28.5
Port Shelter,Tai Chung Hau Stream,8/25/2005,97,7.9,7.2,8,25.9
Port Shelter,Tai Chung Hau Stream,9/15/2005,103,8,7.3,1.6,28.2
Port Shelter,Tai Chung Hau Stream,10/21/2005,108,8.8,7.5,3.7,26
Port Shelter,Tai Chung Hau Stream,11/7/2005,107,8.7,7.4,1.3,26
Port Shelter,Tai Chung Hau Stream,12/3/2005,97,8.4,7.4,0.7,22.6
Deep Bay,River Beas,1/12/2005,93,8.5,7.6,4.6,20
Deep Bay,River Beas,2/16/2005,62,5.3,7.2,39,23.6
Deep Bay,River Beas,3/9/2005,122,10.1,8,5.6,25
Deep Bay,River Beas,4/20/2005,117,8.6,7.8,12.1,31.4
Deep Bay,River Beas,5/9/2005,75,6.3,7.4,7.9,24.6
Deep Bay,River Beas,6/8/2005,126,9.7,8,4.9,29.1
Deep Bay,River Beas,7/25/2005,124,9,8.2,3.3,32.5
Deep Bay,River Beas,8/10/2005,98,7.6,7.4,13.9,28.5
Deep Bay,River Beas,9/7/2005,126,9.3,7.8,4.5,31.6
Deep Bay,River Beas,10/12/2005,117,9.4,7.9,11,26.6
Deep Bay,River Beas,11/9/2005,109,8.5,7.5,4.5,28.6
Deep Bay,River Beas,12/9/2005,117,10,7.6,4,23.3
Deep Bay,River Beas,1/12/2005,90,8.6,7.5,8.4,17.4
Deep Bay,River Beas,2/16/2005,59,5.2,7.1,11.5,21.5
Deep Bay,River Beas,3/9/2005,137,11.6,7,4,23.7
Deep Bay,River Beas,4/20/2005,141,11,8.2,4.6,28.2
Deep Bay,River Beas,5/9/2005,50,4.1,7.2,23.2,25.4
Deep Bay,River Beas,6/8/2005,84,6.7,6.9,8,26.4
Deep Bay,River Beas,7/25/2005,84,6.7,7.3,9.4,27.2
Deep Bay,River Beas,8/10/2005,86,6.8,7.3,37.2,27.3
Deep Bay,River Beas,9/7/2005,96,7.6,7.2,6.2,27.2
Deep Bay,River Beas,10/12/2005,99,8.1,7.3,11.3,25.4
Deep Bay,River Beas,11/9/2005,102,8.2,7.4,5.3,26
Deep Bay,River Beas,12/9/2005,95,8.8,7.1,3.2,18.8
Deep Bay,River Beas,1/12/2005,105,9.9,7.6,9.8,18.3
Deep Bay,River Beas,2/16/2005,83,7.3,7.2,6.1,22
Deep Bay,River Beas,3/9/2005,49,4.4,7.1,93.4,21.4
Deep Bay,River Beas,4/20/2005,85,6.5,7.3,53.5,29
Deep Bay,River Beas,5/9/2005,47,3.8,7.2,36.9,25.8
Deep Bay,River Beas,6/8/2005,37,2.9,6.9,20.4,27.2
Deep Bay,River Beas,7/25/2005,48,3.7,7.1,21.6,29.7
Deep Bay,River Beas,8/10/2005,93,7.2,7.3,49.7,28.7
Deep Bay,River Beas,9/7/2005,61,4.6,7,11.7,29.6
Deep Bay,River Beas,10/12/2005,115,9.3,7.5,6.9,26.3
Deep Bay,River Beas,11/9/2005,133,10.4,7.5,4.6,28.2
Deep Bay,River Beas,12/9/2005,104,9.5,7.2,3.2,19.5
North Western,Tung Chung River,1/19/2005,62,6,6.8,0.1,17.5
North Western,Tung Chung River,2/21/2005,73,7.2,7.4,0.1,16.2
North Western,Tung Chung River,3/7/2005,81,7.8,6.8,0.4,17.3
North Western,Tung Chung River,4/15/2005,70,6.3,6.5,0.1,20.8
North Western,Tung Chung River,5/12/2005,81,6.6,6.9,0.8,25.9
North Western,Tung Chung River,6/13/2005,79,6.4,6.4,10.1,26.3
North Western,Tung Chung River,7/13/2005,85,6.8,7.1,1.6,26.7
North Western,Tung Chung River,8/17/2005,90,7.3,7,2.7,25.8
North Western,Tung Chung River,9/28/2005,94,7.6,6.7,1.5,26.4
North Western,Tung Chung River,10/20/2005,92,7.6,6.7,0.9,25.1
North Western,Tung Chung River,11/11/2005,85,7,6.6,0.8,25.1
North Western,Tung Chung River,12/6/2005,86,8.2,6.6,0.7,17.8
North Western,Tung Chung River,1/19/2005,95,8.8,7.2,0.1,19.2
North Western,Tung Chung River,2/21/2005,97,10.1,7,0.2,13.4
North Western,Tung Chung River,3/7/2005,103,9.2,7.2,0.1,21.1
North Western,Tung Chung River,4/15/2005,105,9.3,8,0.5,21.7
North Western,Tung Chung River,5/12/2005,101,7.6,7.8,2,30.2
North Western,Tung Chung River,6/13/2005,101,7.9,7.3,26,27.7
North Western,Tung Chung River,7/13/2005,98,7.6,7.4,2.5,28.5
North Western,Tung Chung River,8/17/2005,100,8.1,7.4,10.1,26.5
North Western,Tung Chung River,9/28/2005,105,8,7.6,2,29.8
North Western,Tung Chung River,10/20/2005,107,8.2,7.8,1.3,28.9
North Western,Tung Chung River,11/11/2005,109,8.2,8.1,0.9,30.6
North Western,Tung Chung River,12/6/2005,107,10.6,7.2,0.3,15.8
North Western,Tung Chung River,1/19/2005,98,9.1,7.7,9.4,18.7
North Western,Tung Chung River,2/21/2005,100,10.6,7.5,1,12.9
North Western,Tung Chung River,3/7/2005,106,10,7.6,1.5,18.2
North Western,Tung Chung River,4/15/2005,104,9.2,7.7,1,20.9
North Western,Tung Chung River,5/12/2005,97,7.7,7.5,0.1,27.1
North Western,Tung Chung River,6/13/2005,100,7.9,7.1,1.8,27.5
North Western,Tung Chung River,7/13/2005,101,7.7,7.3,0.1,30
North Western,Tung Chung River,8/17/2005,98,7.9,7.3,5.7,26.3
North Western,Tung Chung River,9/28/2005,105,8.3,7.5,2,27.8
North Western,Tung Chung River,10/20/2005,102,8.1,7.8,1,27
North Western,Tung Chung River,11/11/2005,109,8.5,7.8,0.8,28.1
North Western,Tung Chung River,12/6/2005,101,9.9,7.4,1,16.2
North Western,Tuen Mun River,1/17/2005,36,3.5,7.6,50.5,17.4
North Western,Tuen Mun River,2/23/2005,37,3.4,7.6,22.5,18.5
North Western,Tuen Mun River,3/10/2005,35,3.2,7.6,26.3,20.9
North Western,Tuen Mun River,4/11/2005,29,2.4,7.4,32.7,25.2
North Western,Tuen Mun River,5/11/2005,72,5.8,7.7,80.3,25.9
North Western,Tuen Mun River,6/9/2005,59,4.6,7.8,82.4,28.2
North Western,Tuen Mun River,7/11/2005,64,4.8,7.5,35.1,30.6
North Western,Tuen Mun River,8/8/2005,79,5.9,7.7,10.2,31.3
North Western,Tuen Mun River,9/9/2005,33,2.6,7.4,10.7,28.1
North Western,Tuen Mun River,10/14/2005,53,4.1,7.5,11.5,28.9
North Western,Tuen Mun River,11/18/2005,38,3.1,7.5,17.8,24.8
North Western,Tuen Mun River,12/10/2005,26,2.3,7.3,15.5,21.8
North Western,Tuen Mun River,1/17/2005,94,9.4,8,18.1,15.5
North Western,Tuen Mun River,2/23/2005,102,9.9,8,22.8,16.9
North Western,Tuen Mun River,3/10/2005,104,9.9,7.7,12.2,17.5
North Western,Tuen Mun River,4/11/2005,108,9.6,7.8,6.5,21.4
North Western,Tuen Mun River,5/11/2005,97,8,7.2,28.9,25.1
North Western,Tuen Mun River,6/9/2005,99,7.8,7.2,12.5,27.8
North Western,Tuen Mun River,7/11/2005,107,8,7.2,7,30.9
North Western,Tuen Mun River,8/8/2005,112,8.3,7.3,8.9,31.4
North Western,Tuen Mun River,9/9/2005,96,7.7,8.1,422.3,27
North Western,Tuen Mun River,10/14/2005,113,8.9,7.4,20.7,27.7
North Western,Tuen Mun River,11/18/2005,96,8.1,7.2,118.7,23.9
North Western,Tuen Mun River,12/10/2005,99,8.6,7,45.1,21.9
North Western,Tuen Mun River,1/17/2005,61,5.3,7.9,4.1,16.9
North Western,Tuen Mun River,2/23/2005,64,5.6,7.7,4.6,16.3
North Western,Tuen Mun River,3/10/2005,59,4.8,7.7,6.3,19.2
North Western,Tuen Mun River,4/11/2005,60,4.4,7.5,6.1,23.4
North Western,Tuen Mun River,5/11/2005,67,5.2,7.5,6.9,25.6
North Western,Tuen Mun River,6/9/2005,67,4.8,7.8,4.1,27.6
North Western,Tuen Mun River,7/11/2005,63,4.6,7.4,1.7,30.5
North Western,Tuen Mun River,8/8/2005,88,6,7.8,1.5,30.9
North Western,Tuen Mun River,9/9/2005,44,3.1,7.3,5.2,28.4
North Western,Tuen Mun River,10/14/2005,73,4.9,8.3,5.4,30.1
North Western,Tuen Mun River,11/18/2005,63,4.5,7.7,5,24.6
North Western,Tuen Mun River,12/10/2005,59,4.6,7.8,6.4,22.2
North Western,Tuen Mun River,1/17/2005,63,5.8,7.9,5.1,15.4
North Western,Tuen Mun River,2/23/2005,76,7,7.7,6,16.6
North Western,Tuen Mun River,3/10/2005,65,5.4,7.7,7.4,19.7
North Western,Tuen Mun River,4/11/2005,56,4.2,7.5,4.5,23.7
North Western,Tuen Mun River,5/11/2005,68,5.3,7.5,7.7,25.4
North Western,Tuen Mun River,6/9/2005,65,4.8,7.7,4.1,27.6
North Western,Tuen Mun River,7/11/2005,54,4,7.3,2.8,29.7
North Western,Tuen Mun River,8/8/2005,82,5.6,7.8,1.5,30.8
North Western,Tuen Mun River,9/9/2005,48,3.5,7.3,4.3,28
North Western,Tuen Mun River,10/14/2005,83,5.6,7.8,6.4,29.8
North Western,Tuen Mun River,11/18/2005,59,4.2,7.7,5.1,24.3
North Western,Tuen Mun River,12/10/2005,115,8.9,7.9,7.1,22.4
North Western,Tuen Mun River,1/17/2005,65,5.7,8,4.5,16.6
North Western,Tuen Mun River,2/23/2005,74,6.7,7.7,5.1,16.7
North Western,Tuen Mun River,3/10/2005,61,5,7.7,6,19.3
North Western,Tuen Mun River,4/11/2005,68,5,7.5,3.6,23.6
North Western,Tuen Mun River,5/11/2005,69,5.3,7.5,7.6,25.7
North Western,Tuen Mun River,6/9/2005,67,4.8,7.7,4.3,27.7
North Western,Tuen Mun River,7/11/2005,61,4.4,7.3,2.6,30.6
North Western,Tuen Mun River,8/8/2005,85,5.8,7.8,1.6,30.9
North Western,Tuen Mun River,9/9/2005,45,3.1,7.3,3.5,28.7
North Western,Tuen Mun River,10/14/2005,77,5.1,7.8,11.6,30.1
North Western,Tuen Mun River,11/18/2005,64,4.5,7.7,18.3,24.9
North Western,Tuen Mun River,12/10/2005,84,6.5,7.7,12.3,22.3
North Western,Tuen Mun River,1/17/2005,75,6.6,7.8,4.3,15.5
North Western,Tuen Mun River,2/23/2005,58,4.9,7.6,2.7,16.1
North Western,Tuen Mun River,3/10/2005,72,5.7,7.7,2.7,19.3
North Western,Tuen Mun River,4/11/2005,85,6.2,7.7,3.4,23.2
North Western,Tuen Mun River,5/11/2005,79,5.8,7.7,3.8,25.5
North Western,Tuen Mun River,6/9/2005,61,4.4,7.5,4,27.5
North Western,Tuen Mun River,7/11/2005,66,4.9,7.3,13.7,29.6
North Western,Tuen Mun River,8/8/2005,95,6.5,7.9,1.4,30.9
North Western,Tuen Mun River,9/9/2005,56,4,7.2,2.8,28.7
North Western,Tuen Mun River,10/14/2005,96,6.7,7.5,6.2,28.6
North Western,Tuen Mun River,11/18/2005,64,4.7,7.6,4.8,23.5
North Western,Tuen Mun River,12/10/2005,42,3.2,7.5,3.8,21.6
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,106,10.4,7.3,2.6,16.6
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,98,9.8,6.9,2.3,15.3
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,99,9.7,7.1,3.5,16.3
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,111,9.2,8.1,6.3,24.6
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,124,9.8,7.5,1.5,27.7
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,86,6.7,7.3,33.3,28.1
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,106,8.1,7.6,16.9,29.1
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,103,7.8,7.6,8.7,29.7
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,114,8.6,7.7,3.8,29.7
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,142,10.6,8.4,2.1,30.3
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,115,8.9,7.3,5.8,28.7
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,114,9.3,7.5,1.9,25.3
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,106,11.1,7.4,0.9,13.3
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,93,9.4,6.8,1.1,14.6
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,92,9.2,7.1,1.5,15.3
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,103,8.9,7.3,0.4,22.8
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,116,9.2,7.3,0.1,27.2
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,95,7.5,7,0.3,28
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,107,8.5,7.8,0.4,27.3
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,106,8.3,7.4,1.7,28.3
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,112,8.8,7.5,1,27.7
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,110,8.8,7.6,1.2,26.7
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,117,9.6,7.5,1,25.5
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,108,9.3,7.4,3.2,22.8
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,88,9,7.2,2.2,14.4
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,75,7.5,6.9,5.4,15.1
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,78,7.6,7.1,2.7,16.2
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,88,7.6,7.2,2.2,23
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,83,6.7,7.3,0.9,26.1
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,93,7.3,7.1,4.9,28.5
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,98,7.8,7.4,4.4,26.9
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,99,7.7,7.4,3.2,27.8
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,101,8.1,7.4,3.2,26.7
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,109,8.8,7.7,3.1,26
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,109,9.2,7.4,6.5,24.3
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,103,9.1,7.5,2.7,21.6
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,107,10.8,7.4,0.5,14.9
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,99,10,6.9,1.9,14.7
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,98,9.8,7.2,0.5,15.5
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,101,8.8,7.3,0.1,22.4
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,106,8.5,7.2,1.8,26.2
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,96,7.6,7,0.4,27.5
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,102,8.1,7.6,0.5,26.7
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,106,8.3,7.4,0.5,27.5
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,108,8.6,7.5,0.3,26.6
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,104,8.6,7.6,0.5,25.4
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,108,9,7.4,0.3,24.4
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,100,8.8,7.3,0.2,21.7
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,104,9.9,8,0.7,17.4
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,96,9.4,7.5,5.8,16.4
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,98,9.6,7.6,1.1,16.6
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,107,9.2,8.1,0.6,22.5
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,114,9.2,7.9,0.7,25.9
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,94,7.6,7.5,1.9,26.4
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,110,8.6,8,0.5,28.6
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,104,8.2,7.7,1.4,27.5
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,109,8.7,7.6,1.5,26.9
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,108,8.8,7.9,0.9,25.9
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,108,9.1,7.7,1.3,24.3
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,100,8.8,7.9,0.9,22
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,103,10.6,7.3,0.3,14.2
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,90,9.2,6.9,0.5,14.6
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,90,8.9,7.2,1,15.7
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,89,7.7,7.2,1.3,22.3
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,88,7.2,7.2,2,25.8
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,92,7.2,7,5.2,28.1
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,99,7.7,7.6,0.1,28.1
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,99,7.6,7.4,3.9,29.1
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,100,7.9,7.4,4.5,27.4
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,106,8.5,7.7,4,26.5
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,108,9,7.4,2.8,24.5
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,103,9,7.5,1.9,21.9
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,103,10.7,7.3,0.5,13.7
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,98,10.1,7.1,0.2,13.9
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,91,9.2,7.1,0.6,15.2
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,92,8,7.1,0.5,22.1
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,100,8.2,7.3,1.1,25.1
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,85,6.8,6.6,2.5,27
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,91,7.1,7.2,3.7,27.9
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,89,6.9,6.9,5.8,28.2
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,98,7.7,7,6.3,27.8
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,98,7.9,7.3,5.1,26.1
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,105,8.7,7.2,2.5,24.4
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,97,8.5,7.2,0.9,22.1
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,105,10.9,7.4,0.3,13.7
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,96,9.8,6.9,0.3,14.3
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,95,9.5,7.1,9,15.4
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,99,8.8,7.3,1.6,20.8
Tolo Harbour And Channel,Lam Tsuen River,5/5/2005,108,9,7.3,0.1,24.8
Tolo Harbour And Channel,Lam Tsuen River,6/2/2005,94,7.5,7,2.6,26.8
Tolo Harbour And Channel,Lam Tsuen River,7/6/2005,102,8.1,7.5,0.7,27.2
Tolo Harbour And Channel,Lam Tsuen River,8/4/2005,110,8.6,7.8,1.6,28
Tolo Harbour And Channel,Lam Tsuen River,9/8/2005,109,8.7,7.5,1.4,27.2
Tolo Harbour And Channel,Lam Tsuen River,10/5/2005,107,8.6,7.6,2.1,26
Tolo Harbour And Channel,Lam Tsuen River,11/4/2005,108,9,7.5,1.7,24.2
Tolo Harbour And Channel,Lam Tsuen River,12/2/2005,101,9.1,7.4,1.1,20.8
Tolo Harbour And Channel,Lam Tsuen River,1/3/2005,72,5.9,7.8,4.5,17.9
Tolo Harbour And Channel,Lam Tsuen River,2/2/2005,68,5.8,7.2,4.2,15.2
Tolo Harbour And Channel,Lam Tsuen River,3/2/2005,49,4.7,6.9,5.5,15.3
Tolo Harbour And Channel,Lam Tsuen River,4/6/2005,53,4,7.3,4.2,21.6
